player_id,player_name,school,conference,program_tier,position,class_year,week_number,game_date,games_played,currently_injured,ppg,apg,rpg,spg,bpg,mpg,fg_pct,three_pt_pct,ft_pct,social_media_followers,engagement_rate,market_size_score,performance_score,nil_valuation_usd,nil_probability_score,nil_tier
355ca17e-1522-ad18-1dc4-da104d55b05e,Noah Rhodes,Purdue,Big Ten,2,PG,SO,9,2025-01-01,13,False,13.17,4.67,2.76,1.47,0.12,25.37,0.421,0.3678,0.8086,13655,0.0495,6,0.5432,400254.51,0.002773749112706417,mid
355ca17e-1522-ad18-1dc4-da104d55b05e,Noah Rhodes,Purdue,Big Ten,2,PG,SO,10,2025-01-06,15,False,11.29,4.45,2.64,1.29,0.41,23.72,0.4482,0.3315,0.8296,248252,0.0701,6,0.5048,519166.74,0.003597804457884405,mid
355ca17e-1522-ad18-1dc4-da104d55b05e,Noah Rhodes,Purdue,Big Ten,2,PG,SO,11,2025-01-15,18,False,11.38,4.24,2.89,1.47,0.36,23.85,0.433,0.3523,0.8528,11209,0.0161,6,0.5081,288339.86,0.0019981866197969524,mid
355ca17e-1522-ad18-1dc4-da104d55b05e,Noah Rhodes,Purdue,Big Ten,2,PG,SO,12,2025-01-24,20,False,7.67,4.39,3.37,1.34,0.17,25.7,0.3826,0.3526,0.8319,37159,0.0458,6,0.4791,477823.14,0.0033112955380794357,mid
355ca17e-1522-ad18-1dc4-da104d55b05e,Noah Rhodes,Purdue,Big Ten,2,PG,SO,13,2025-01-31,21,False,9.94,5.26,2.66,1.53,0.2,28.13,0.4249,0.3665,0.8685,31994,0.0394,6,0.5332,472591.05,0.00327503743636061,mid
0ac44a91-81c7-b6a4-1f30-7ec1226a6ad0,Angie Henderson,Auburn,SEC,3,SF,SO,6,2024-12-12,2,False,16.61,2.6,5.6,1.36,0.97,16.73,0.4139,0.3293,0.7875,4463,0.039,7,0.5216,191931.13,0.0012951336671428457,low
0ac44a91-81c7-b6a4-1f30-7ec1226a6ad0,Angie Henderson,Auburn,SEC,3,SF,SO,7,2024-12-17,4,False,15.67,2.68,4.6,0.95,0.76,15.18,0.448,0.3655,0.7534,6756,0.0776,7,0.5057,200419.53,0.0013524123136111313,low
0ac44a91-81c7-b6a4-1f30-7ec1226a6ad0,Angie Henderson,Auburn,SEC,3,SF,SO,8,2024-12-26,5,False,13.42,2.25,5.81,1.08,0.98,17.41,0.3858,0.3285,0.7684,29091,0.05,7,0.4826,270180.04,0.0018231473861498213,mid
0ac44a91-81c7-b6a4-1f30-7ec1226a6ad0,Angie Henderson,Auburn,SEC,3,SF,SO,9,2024-12-30,8,False,17.48,2.38,6.72,1.1,0.62,19.31,0.4362,0.3002,0.8191,9253,0.0404,7,0.5515,216547.66,0.0014612428890393135,mid
0ac44a91-81c7-b6a4-1f30-7ec1226a6ad0,Angie Henderson,Auburn,SEC,3,SF,SO,10,2025-01-09,8,True,17.05,3.2,6.05,0.82,1.23,23.08,0.42,0.2672,0.7751,10412,0.0625,7,0.5638,190934.25,0.0012884068473545099,low
0ac44a91-81c7-b6a4-1f30-7ec1226a6ad0,Angie Henderson,Auburn,SEC,3,SF,SO,11,2025-01-15,11,False,19.24,2.96,7.07,1.52,0.62,20.34,0.4204,0.3618,0.7785,42161,0.0487,7,0.6022,294514.54,0.0019873535053810693,mid
0ac44a91-81c7-b6a4-1f30-7ec1226a6ad0,Angie Henderson,Auburn,SEC,3,SF,SO,12,2025-01-20,13,False,17.07,2.39,6.63,1.12,0.83,18.47,0.3875,0.2752,0.7949,8578,0.074,7,0.5286,269264.94,0.001816972407427903,mid
0ac44a91-81c7-b6a4-1f30-7ec1226a6ad0,Angie Henderson,Auburn,SEC,3,SF,SO,13,2025-01-30,14,False,17.41,2.68,7.51,1.27,0.9,16.72,0.4506,0.3312,0.8141,8815,0.0657,7,0.5615,240141.03,0.001620447957040996,mid
0ac44a91-81c7-b6a4-1f30-7ec1226a6ad0,Angie Henderson,Auburn,SEC,3,SF,SO,14,2025-02-08,15,False,15.39,2.67,5.91,1.37,0.37,15.6,0.4106,0.2576,0.7587,6326,0.0663,7,0.4913,228394.66,0.0015411849422778275,mid
0ac44a91-81c7-b6a4-1f30-7ec1226a6ad0,Angie Henderson,Auburn,SEC,3,SF,SO,15,2025-02-11,17,False,13.45,2.39,5.2,1.16,0.5,14.59,0.4249,0.2852,0.7438,18913,0.054,7,0.4595,233183.51,0.0015734994946245172,mid
0ac44a91-81c7-b6a4-1f30-7ec1226a6ad0,Angie Henderson,Auburn,SEC,3,SF,SO,16,2025-02-18,19,False,12.7,2.66,5.52,1.2,0.5,13.1,0.4414,0.317,0.7966,10284,0.0714,7,0.4622,277755.21,0.0018742636724189837,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,1,2024-11-06,0,True,15.27,0.82,8.75,1.48,0.4,36.68,0.4553,0.3503,0.7161,58769,0.0487,5,0.6294,316383.63,0.002260962116076287,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,2,2024-11-15,2,False,17.66,0.49,7.36,0.99,0.32,30.15,0.4238,0.358,0.7532,12387,0.0504,5,0.5939,539501.3,0.0038554156750156385,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,3,2024-11-19,5,False,16.52,0.58,8.21,1.53,0.59,33.93,0.4239,0.3372,0.7489,38024,0.0748,5,0.6093,464105.93,0.0033166218805839895,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,4,2024-12-01,8,False,18.22,0.56,6.94,1.15,0.65,29.95,0.4021,0.2986,0.7442,43662,0.0717,5,0.5782,304961.74,0.0021793384904785764,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,5,2024-12-05,11,False,14.36,0.38,6.5,0.95,0.26,34.74,0.501,0.3368,0.7911,43760,0.0667,5,0.577,497917.38,0.0035582467899217384,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,6,2024-12-11,13,False,17.75,0.38,6.69,1.31,0.33,31.25,0.4554,0.3536,0.7541,11151,0.0681,5,0.594,357701.81,0.0025562319579937676,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,7,2024-12-17,15,False,14.01,0.37,6.62,1.12,0.38,27.34,0.4732,0.3468,0.6962,10465,0.0446,5,0.5336,401329.0,0.0028680025513404266,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,8,2024-12-29,17,False,14.29,0.24,7.24,1.38,0.24,22.8,0.4124,0.3244,0.7295,30238,0.0422,5,0.5034,500999.24,0.003580270516886767,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,9,2025-01-01,20,False,16.81,0.48,6.93,1.45,0.2,36.66,0.4494,0.3133,0.7452,20589,0.0515,5,0.6074,513044.34,0.003666347753901567,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,10,2025-01-12,22,False,14.62,0.56,7.99,0.75,0.26,27.77,0.458,0.3309,0.7393,156888,0.0632,5,0.5572,481597.89,0.003441623714256884,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,11,2025-01-16,23,False,18.85,0.52,7.45,0.9,0.31,33.26,0.4767,0.3505,0.7656,62838,0.063,5,0.631,482652.16,0.003449157786092537,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,12,2025-01-25,26,False,13.39,0.55,7.37,0.9,0.19,34.57,0.4429,0.4013,0.7434,57163,0.049,5,0.5851,394648.7,0.0028202634901097192,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,13,2025-01-30,29,False,14.9,0.38,5.62,0.91,0.32,27.05,0.4301,0.3191,0.7711,30472,0.0643,5,0.5165,487224.98,0.003481836278671766,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,14,2025-02-07,31,False,15.3,0.54,5.4,1.09,0.24,26.14,0.4768,0.3822,0.7883,103807,0.0565,5,0.5374,544882.36,0.0038938700487452784,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,15,2025-02-16,33,False,14.05,0.25,5.86,1.12,0.29,27.62,0.4718,0.3358,0.7624,53214,0.0635,5,0.5211,422269.99,0.003017651998796618,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,16,2025-02-19,35,False,14.53,0.47,6.84,1.06,0.45,31.43,0.4629,0.3554,0.7589,9670,0.0546,5,0.5655,435322.93,0.0031109315074864603,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,17,2025-03-01,35,False,15.37,0.55,6.66,1.13,0.52,28.71,0.4752,0.3621,0.7196,83457,0.0588,5,0.563,422089.72,0.0030163637451900353,mid
48dbf0c2-8b5f-c365-4b8b-85b59d880bb6,Daniel Wagner,Virginia,ACC,2,SF,FR,18,2025-03-07,35,False,16.89,0.21,6.89,1.15,0.82,26.21,0.4918,0.3489,0.7537,45822,0.06,5,0.5621,613238.5,0.00438235978018769,high
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,1,2024-11-08,2,False,7.45,6.13,2.13,1.58,0.75,24.79,0.4352,0.3833,0.8841,61207,0.0511,9,0.504,547822.69,0.005616605139879518,high
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,2,2024-11-16,5,False,8.4,6.39,1.65,1.22,0.67,22.77,0.4325,0.346,0.8775,19988,0.0368,9,0.4937,382141.01,0.003917940784068483,mid
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,3,2024-11-23,8,False,7.66,5.66,1.84,1.3,0.56,27.34,0.4,0.3872,0.8703,41281,0.0553,9,0.5026,653160.15,0.006696585670217391,high
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,4,2024-11-26,10,False,7.89,7.52,2.12,1.29,0.91,26.66,0.4088,0.3791,0.8755,27961,0.056,9,0.5395,487721.32,0.005000411152986029,high
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,5,2024-12-08,13,False,6.99,6.82,1.97,1.06,0.5,22.34,0.4656,0.4,0.8584,31254,0.0403,9,0.5055,446032.1,0.004572989171053177,mid
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,6,2024-12-14,14,False,7.91,7.7,2.25,1.55,0.49,28.08,0.3842,0.3708,0.8685,15893,0.0768,9,0.5465,561206.2,0.005753820620750066,high
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,7,2024-12-19,15,False,8.05,6.4,2.03,1.65,1.04,19.82,0.381,0.3921,0.8423,15670,0.0552,9,0.4816,440888.88,0.004520257906570021,mid
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,8,2024-12-23,16,False,8.98,6.76,2.06,1.17,0.61,20.98,0.3379,0.3205,0.8235,8193,0.0522,9,0.4824,428515.29,0.004393396709324672,mid
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,9,2024-12-30,18,False,7.7,7.04,1.77,1.38,0.77,21.35,0.3761,0.3254,0.8709,49623,0.0576,9,0.4791,528021.82,0.005413595174727975,high
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,10,2025-01-10,19,False,8.55,6.22,2.09,1.28,0.57,18.51,0.3999,0.316,0.8929,112697,0.0547,9,0.4634,424754.54,0.004354839326419597,mid
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,11,2025-01-13,21,False,6.96,7.22,1.9,1.43,0.56,22.48,0.4013,0.3341,0.8853,62667,0.0765,9,0.488,663052.29,0.006798005607658233,high
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,12,2025-01-20,24,False,6.88,7.63,1.95,1.22,0.89,17.69,0.3538,0.3749,0.8702,46764,0.0466,9,0.472,656552.45,0.006731365490739603,high
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,13,2025-02-01,26,False,5.76,6.73,2.05,0.95,0.52,19.98,0.38,0.3563,0.8166,59580,0.0496,9,0.4564,294578.78,0.003020202186679031,mid
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,14,2025-02-05,27,False,6.45,7.09,1.75,1.35,0.76,26.74,0.3991,0.3644,0.8316,92867,0.0363,9,0.507,470620.82,0.0048250869420259175,high
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,15,2025-02-10,29,False,6.11,6.05,1.22,0.86,0.73,19.77,0.4145,0.4015,0.8804,61175,0.0653,9,0.4512,415694.3,0.0042619485086593375,mid
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,16,2025-02-20,29,True,5.75,7.36,1.74,0.98,0.76,19.85,0.3978,0.3691,0.8364,50111,0.0715,9,0.469,339075.6,0.003476409306747705,mid
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,17,2025-02-26,32,False,7.09,4.63,1.82,1.04,0.65,17.29,0.4374,0.3861,0.8927,13138,0.0746,9,0.4296,334284.25,0.003427285616903329,mid
6614d5c6-ba2b-d326-6b6a-0c9b9130d25f,Cristian Santos,Houston,Big 12,2,PG,SO,18,2025-03-08,35,False,7.72,6.68,1.94,1.56,0.9,16.12,0.3962,0.3509,0.8249,41386,0.0255,9,0.456,447710.3,0.004590195047538268,mid
1429b98f-a859-2150-1a58-4d8fee202cfa,Connie Lawrence,Missouri,SEC,5,SF,FR,5,2024-12-05,2,False,22.28,1.52,5.44,1.57,1.28,25.11,0.485,0.3181,0.7248,1887,0.077,6,0.6126,106927.18,0.0007215377950753231,low
1429b98f-a859-2150-1a58-4d8fee202cfa,Connie Lawrence,Missouri,SEC,5,SF,FR,6,2024-12-12,4,False,20.14,1.43,3.92,1.36,1.43,20.56,0.4894,0.3061,0.7401,941,0.0624,6,0.543,127641.68,0.0008613166134942621,low
1429b98f-a859-2150-1a58-4d8fee202cfa,Connie Lawrence,Missouri,SEC,5,SF,FR,7,2024-12-21,7,False,20.09,1.44,6.37,1.59,1.66,22.22,0.5251,0.3498,0.7282,694,0.0593,6,0.5973,120518.06,0.0008132473293471417,low
1429b98f-a859-2150-1a58-4d8fee202cfa,Connie Lawrence,Missouri,SEC,5,SF,FR,8,2024-12-24,9,False,16.72,1.54,6.18,1.61,0.75,21.6,0.4764,0.3932,0.6677,823,0.0504,6,0.5596,105980.59,0.0007151503258278302,low
1429b98f-a859-2150-1a58-4d8fee202cfa,Connie Lawrence,Missouri,SEC,5,SF,FR,9,2024-12-31,12,False,22.09,1.24,5.74,1.65,1.08,21.97,0.4649,0.3141,0.6953,549,0.0592,6,0.5886,112033.99,0.0007559979011696055,low
1429b98f-a859-2150-1a58-4d8fee202cfa,Connie Lawrence,Missouri,SEC,5,SF,FR,10,2025-01-08,14,False,20.98,1.47,5.84,1.19,1.19,26.42,0.4837,0.3425,0.7179,1861,0.0387,6,0.6149,107690.81,0.0007266906734508208,low
1429b98f-a859-2150-1a58-4d8fee202cfa,Connie Lawrence,Missouri,SEC,5,SF,FR,11,2025-01-19,15,False,17.73,0.97,5.43,1.58,1.12,24.4,0.5104,0.3366,0.6508,1504,0.0573,6,0.5577,119669.32,0.0008075201394876292,low
1429b98f-a859-2150-1a58-4d8fee202cfa,Connie Lawrence,Missouri,SEC,5,SF,FR,12,2025-01-25,16,False,16.88,1.33,6.4,1.56,1.37,22.54,0.4778,0.3749,0.6982,358,0.0659,6,0.5613,101241.68,0.000683172762266378,low
1429b98f-a859-2150-1a58-4d8fee202cfa,Connie Lawrence,Missouri,SEC,5,SF,FR,13,2025-01-27,19,False,17.58,1.26,5.59,1.66,1.09,19.58,0.4839,0.3204,0.6755,578,0.0359,6,0.5306,90500.24,0.000610690887670421,developmental
1429b98f-a859-2150-1a58-4d8fee202cfa,Connie Lawrence,Missouri,SEC,5,SF,FR,14,2025-02-03,21,False,16.87,1.36,4.73,1.09,0.77,18.85,0.5062,0.2855,0.7128,2035,0.0616,6,0.506,85765.37,0.0005787405855165058,developmental
1429b98f-a859-2150-1a58-4d8fee202cfa,Connie Lawrence,Missouri,SEC,5,SF,FR,15,2025-02-10,23,False,19.55,1.12,4.57,1.12,0.76,18.74,0.4622,0.3503,0.7155,1237,0.0895,6,0.5351,85572.37,0.0005774382459980589,developmental
1429b98f-a859-2150-1a58-4d8fee202cfa,Connie Lawrence,Missouri,SEC,5,SF,FR,16,2025-02-20,26,False,22.88,1.23,5.38,1.88,1.3,22.45,0.475,0.3313,0.7114,924,0.051,6,0.6003,89474.18,0.0006037671649434941,developmental
1429b98f-a859-2150-1a58-4d8fee202cfa,Connie Lawrence,Missouri,SEC,5,SF,FR,17,2025-02-27,28,False,18.76,1.63,5.58,1.77,1.44,22.44,0.5087,0.2822,0.7439,1304,0.0605,6,0.5605,86564.93,0.0005841359149743753,developmental
1429b98f-a859-2150-1a58-4d8fee202cfa,Connie Lawrence,Missouri,SEC,5,SF,FR,18,2025-03-08,31,False,16.72,1.71,5.56,1.57,0.91,23.13,0.4201,0.3571,0.6668,1063,0.0692,6,0.5465,96512.95,0.0006512638920536183,developmental
1429b98f-a859-2150-1a58-4d8fee202cfa,Connie Lawrence,Missouri,SEC,5,SF,FR,19,2025-03-14,34,False,19.52,1.47,4.69,1.69,0.85,23.68,0.4837,0.4005,0.6766,997,0.07,6,0.5833,91365.97,0.0006165327238947968,developmental
1429b98f-a859-2150-1a58-4d8fee202cfa,Connie Lawrence,Missouri,SEC,5,SF,FR,20,2025-03-21,35,False,20.13,1.2,5.63,1.7,1.16,18.46,0.5051,0.35,0.686,880,0.0366,6,0.5611,84826.31,0.0005724039277538518,developmental
32be6c2c-ebad-538f-78fa-9e7cb54b9340,Abigail Shaffer,Louisville,ACC,3,C,FR,1,2024-11-04,2,False,3.46,0.98,7.01,0.82,1.87,31.03,0.5218,0.0828,0.6502,4390,0.0199,6,0.4051,161279.33,0.0010654634555178769,low
32be6c2c-ebad-538f-78fa-9e7cb54b9340,Abigail Shaffer,Louisville,ACC,3,C,FR,2,2024-11-16,4,False,4.16,1.62,7.36,0.94,2.29,30.07,0.5235,0.1189,0.6009,10026,0.0646,6,0.4322,208944.77,0.0013803548276472633,mid
32be6c2c-ebad-538f-78fa-9e7cb54b9340,Abigail Shaffer,Louisville,ACC,3,C,FR,3,2024-11-23,7,False,4.26,1.41,6.82,0.98,2.17,36.23,0.5171,0.0805,0.6187,7789,0.0502,6,0.4455,292488.39,0.0019322675999715294,mid
32be6c2c-ebad-538f-78fa-9e7cb54b9340,Abigail Shaffer,Louisville,ACC,3,C,FR,4,2024-11-29,8,False,3.48,1.38,6.62,0.69,2.0,32.27,0.506,0.1171,0.6121,81016,0.0374,6,0.4196,209587.94,0.001384603790497758,mid
32be6c2c-ebad-538f-78fa-9e7cb54b9340,Abigail Shaffer,Louisville,ACC,3,C,FR,5,2024-12-05,11,False,4.5,1.66,6.46,0.98,2.08,38.65,0.5567,0.0984,0.5742,5933,0.0654,6,0.471,276778.3,0.0018284823040343446,mid
32be6c2c-ebad-538f-78fa-9e7cb54b9340,Abigail Shaffer,Louisville,ACC,3,C,FR,6,2024-12-10,13,False,4.04,1.1,6.59,0.9,2.01,24.97,0.5283,0.0878,0.6314,7393,0.0352,6,0.3785,206265.81,0.0013626568605188847,mid
32be6c2c-ebad-538f-78fa-9e7cb54b9340,Abigail Shaffer,Louisville,ACC,3,C,FR,7,2024-12-17,14,False,3.84,1.44,6.62,1.03,1.67,24.6,0.5433,0.0958,0.6393,7979,0.0783,6,0.3851,239170.55,0.0015800348754529876,mid
